Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
Brochevarevarura,2019.0,U,Comedy            ,"    This is the story of 'R3 batch' consisting of Rocky, Rambo and Rahul, three friends who keep failing every year and are stuck with studying inter.",138,8.0,2053
7/G Rainbow Colony,2004.0,A,"Drama, Romance            ",    A neighborhood good-for-nothing attempts to romance the new girl in town.,185,7.8,2042
Tagore,2003.0,U,"Action, Drama            ","    Ravindranath Tagore, a physics professor, forms the ACF [Anti Corruption Force] along with his former students to take on corruption in society.",175,7.8,2032
Gang Leader,2019.0,UA,"Action, Comedy            ","    Nani plays the gang leader of five women belonging to different age groups, helping them to plot revenge.",155,7.6,2027
Bujjigaadu: Made in Chennai,2008.0,A,"Action, Drama            ","    Bujji (Prabhas) runs away from his home in his childhood because of a dispute with his girlfriend Chitti (Trisha). He ends up in Chennai for 12 years, and the rest of the story is about how they meet now to make their love successful.",150,6.4,1970
Sye,2004.0,A,"Action, Drama, Sport            ",    Students of a college form a Rugby team and play against a violent gang of thugs to get back their college land.,167,7.4,1961
Yevade Subramanyam,2015.0,U,"Adventure, Comedy, Drama            ",    A man who is overly focused on long-term career goals is exposed to the opposite attitude in a friend who believes in living life to the fullest rather than sacrificing present joy for future success.,150,7.6,1944
Mathu Vadalara,2019.0,UA,"Comedy, Crime, Thriller            ","    Simha is a courier delivery boy who gets peanuts as salary despite putting in a lot of hard work. As Babu gets frustrated with his job, his friend and roommate Satya shows him how to get '...                See full summary »",130,8.3,1935
Katamarayudu,2017.0,UA,"Action, Comedy            ",    A man with a violent streak is trying to reform but gets pushed into a situation where he has to take action.,146,5.7,1933
Maari 2,2018.0,UA,"Action, Comedy            ","    Gangster Maari squares off against Beeja, a hardened criminal who considers himself to be the God of death.",143,5.6,1925
Gautamiputra Satakarni,2017.0,UA,"Action, History            ",    This movie chronicles the life of a South Indian ruler of the Satavahana Empire in South India in the 2nd century CE.,131,6.5,1909
Rx 100,2018.0,A,"Action, Drama, Romance            ","    Believing his girlfriend loves him even after being married, a man waits for her return and in the process ignites violence.",153,6.9,1897
A... Aa,2016.0,U,"Comedy, Romance            ",    Anand and Anasuya meet each other on a train ride. The two eventually fall in love and have to fight for their relationship.,152,6.8,1892
Aalavandhan,2001.0,A,"Action, Thriller            ","    A psychopath tries to protect his twin brother from a lady he visualizes as his evil stepmother, and eventually ends up fighting with him.",177,7.1,1891
F2: Fun and Frustration,2019.0,UA,Comedy            ,"    After Venky, Varun also gets married thinking he can keep the wife in control but both of them get frustrated with the marital life which generates fun.",148,6.2,1878
The House Next Door,2017.0,A,Horror            ,"    A young married couple begin to encounter several paranormal attacks, when a family moves into a neighbouring house, that is being haunted by a vengeful spirit, which leads them to perform an exorcism in order to help save the neighbours.",137,6.8,1865
Krishna Gaadi Veera Prema Gaadha,2016.0,UA,"Action, Comedy, Romance            ","    Krishna (Nani) is a coward who is in love with Mahalakshmi (Mehreen Pirzada) and they have kept it a secret. Mahalakshmi is sister of Ramaraju, who in turn is a henchmen of Rajayya. At the ...                See full summary »",148,7.5,1854
Prince,2010.0,UA,"Action, Sci-Fi, Thriller            ",    A thief is caught in a race against time after he wakes up with no memory and has to find an antique coin which might be the root cause.,138,4.2,1838
Thoongaavanam,2015.0,UA,"Action, Thriller            ","    A cop with a connection to the criminal underworld finds his secret life exposed when he and his partner are caught stealing cocaine from a powerful drug dealer, a move that puts his son's life in jeopardy.",128,7.0,1821
Govindudu Andari Vaadele,2014.0,,"Action, Drama            ",    A man returns to India to find his family on the brink of a rift. He must push past his tendency to take everything lightly and work to heal his clan.,160,5.6,1815
Anand,2004.0,U,"Comedy, Drama, Musical            ","    A rich guy falls in love with an independent and strong-minded girl, and moves into her simple neighborhood to earn her love.",180,7.8,1814
Baba,2002.0,,"Action, Drama, Fantasy            ","    Baba (Rajini) an atheist, by a twist of fate, acquires magical powers from a divine source and takes on crooked politicians.",179,5.1,1795
Dhammu,2012.0,A,"Action, Drama            ",    An orphan gets adopted by a rich and powerful family looking for a heir. But the family has a dark violent past due to dispute with a rival family. What will he do when the fate of his village depends on him?,155,5.2,1794
Ramayya Vastavayya,2013.0,A,"Action, Drama            ",    Nandu a happy go lucky boy falls in love with Akarsha (Samantha) only to avenge his fiance's death.,167,5.1,1773
NTR: Kathanayakudu,2019.0,U,"Biography, Drama            ","    Based on the journey of the legendary Telugu actor, filmmaker and ex-Chief Minister Late Taraka Rama Rao Nandamuri.",169,5.7,1769
Chirutha,2007.0,,Action            ,"    The consequences that follow after the love between hero and heroine, when they accidentally fall in love on an island.",117,5.3,1736
Thaandavam,2012.0,U,"Action, Thriller            ",    A blind man with his 'Echolocation' power takes on a revenge mission.,160,6.1,1691
Athidhi,2007.0,A,Action            ,    Athidi(Mahesh Babu) is falsely convicted for killing his adopted parents and goes to jail for 13 years and when he comes back he loves Amrita (Amrita Rao) unaware that she is the daughter of his adopted parents.,300,5.5,1691
Penguin,2020.0,,"Drama, Mystery, Thriller            ",    It is a spine chilling tale of a pregnant mother who sets out on a dangerous mission to unravel the mystery and save her loved ones.,132,4.6,1671
Badrinath,2011.0,A,Action            ,    A skilled warrior and the protector of Badrinath temple finds his loyalties divided while trying to revive an agnostic's faith in God.,140,4.3,1640
Nenu Local,2017.0,UA,"Action, Comedy, Romance            ","    A happy-go-lucky man accidentally falls in love with a woman whose father despises him. To further complicate matters, his lover has another suitor, who is deemed more worthy of her.",150,6.4,1626
Oh Baby...,2019.0,U,"Comedy, Drama, Fantasy            ","    A seventy-year-old woman, Savitri aka 'Baby' gets a second chance to relive her youth when gets transported into the body of a 20-year-old girl and embarks on an exuberant journey of rediscovering herself.",161,7.4,1601
Hello Guru Prema Kosame,2018.0,U,"Comedy, Romance            ","    After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city.",140,7.1,1569
Rabhasa,2014.0,A,"Action, Comedy            ","    Karthik's mother wants him to marry Indu, the daughter of her brother, Dhananjay. However, when his father goes to Dhananjay's house, he is insulted. Agitated, Karthik decides to seek revenge.",153,4.9,1568
Sainikudu,2006.0,UA,Action            ,    Siddharth and his friends rescue a village in Warangal from severe floods. Sidhartha is convinced that Govt will give some relief package to the flood effected. Some time later he realizes ...                See full summary »,169,5.1,1568
Ishq,2012.0,,"Comedy, Romance            ",    Priya falls in love with rahul during a delayed flight journey but realizes that he and her brother share a past,160,7.3,1566
Arjun,2004.0,U,Action            ,    A young man risks his life to guarantee his twin sister's happiness and protect her from murderous in-laws.,0,6.5,1562
Badri,2000.0,U,"Comedy, Drama, Romance            ","    Badri (Pawan Kalyan) is an ad agency director whose parents are settled in the USA. He has a love called Vennela (Renu Desai), who is a close family friend of Badri's family. Their parents want these two to tie the knot.",158,7.1,1556
Krishnarjuna,2008.0,U,"Comedy, Drama, Romance            ","    An astrologer's advice forces Pedababu to fix his sister's wedding to Arjun, an orphan, so that he can be killed, and she can be married to a rich man. However, Lord Krishna comes to Arjun's rescue.",134,4.9,1553
Saleem,2009.0,,"Action, Comedy            ",    Saleem is a 2009 Telugu film directed by YVS Chowdary (of Devdas fame). Graphics are the main attraction of the movie. The movie starts with Saleem (Vishnu Manchu) beating up baddies in a ...                See full summary »,120,4.6,1542
Nijam,2003.0,UA,Action            ,    A young man is guided by his mother in a methodical manner to avenge his father against the perpetrators who falsely accused and killed him.,196,6.6,1540
Bruce Lee: The Fighter,2015.0,UA,"Action, Comedy            ",    A stuntman is mistaken for a police officer by an idealistic woman and begins fighting crime on behalf of the police.,151,5.5,1537
MCA Middle Class Abbayi,2017.0,UA,"Action, Comedy            ","    A youngster tries to protect his sister-in-law, a transport official, from a dreaded goon who runs an illegal road transport business.",144,5.8,1534
Ee Nagaraniki Emaindi,2018.0,UA,"Comedy, Drama            ","    The story is based on four childhood friends who go on a trip to Goa. Each have their own dream careers, and collaborate to make a short film.",122,7.9,1523
